ID,language,genre,lyrics
47CE9F63,bn,traditional,কাডে কিবু দীবু যামি মিজে ওপো রাতে কাডে কিবু দীবু যামি মিজে ওপো রাতে কেদে কেদে সুমান
8D970EEE,bn,traditional,ছোর দিয়ে ছোর ধরা ধরি একি কার খানা আমি তাই জিক কাশিলে তুমি বনো না ছোর দিয়ে ছোর ধরা ধরি একি কার খানা আমি তাই জিক কাশিলে তুমি বনো না
6D9907F4,bn,traditional,এসনে সুন্দর সাডি অমার ভিগ গলাইনা গাছা মধে দেখলি পি পইলি গাছানা গাছা মধে দেখলি পি পইলি গাছানা এরম বিনানা সাথানা
5178C563,bn,traditional,নাদারে হবো হেলায় গান গেছিলে মনে রেখো আমি জে গান গেছিলে জিরন পাতা জহরার বেলায় মনে রেখো আমি জে গান গেছিলে
49C52D23,bn,traditional,শৌনিযা লাগাযা সেমোর কিদিয়া থাজাই মুতারে পাওসাইয পাওসাইয পাওসেব দিমু গংগুরা লাগাযা শেমোর গংগুরা লাগাযা সেমর কিদি আহাজাই মুতোরে ফিন্ডন সাইয়া সাডি দিমু ওডো না লাগায়া সেমর ওডো না লাগায়া সেমর কিদি আহাজাই মুতোরে লিলা ঵ালি লিলা ঵ালি ঵ারে জুবতে ঵ারে জুবতে
57D04D5C,bn,traditional,হোরে ভাই ভাগুন লেগেছে বনে বনে হেরু হেরু আবো নিরো রাম্ভো গগো নিরো কারে তপো ভাও
2E383207,bn,traditional,তিমা গোডা রাখুম চকের তারাটাই রানি হয়া রই বিমোরে হুহুহু পরানটাই ছলাতে ছলাতে ময়না ছলাতে ছলাতে ছলেরে পেছন পানে ছাই নারে মন ধুপোক ধুপোক করে রে তারা লাগি উত্তলারে শাল্পি আলিরে বন্তি কাওই জঙেলা নদের পাডেতে তারসংগল এই ঘুর ঘুর করো নেই ভাশুনা তানে মনা ছাই
015C9B4C,bn,traditional,জলে কৃষ্ণ সালে কৃষ্ণ অনালে কৃষ্ণ মায় জলে কৃষ্ণ সালে কৃষ্ণ অনালে কৃষ্ণ সালে
5F528431,bn,traditional,পন্সা চলে ছাই ভাশাই সাগরের উপানে জিবনের ভালা ভাশাইলাম আমে জিবনের ভালা ভাশাইলাম তাইকো না পিছানেরে আকন দোরিয়ার ভুঝেনের আকন দোরিয়ার ভুঝেনের
A9A8D21E,bn,traditional,আমি মারা মেজলি আমারি নিথু শেম কি জানে না সে জানো আমার কুন্জে আশে না কালারে কোই রোগো
1BC3A5C8,bn,traditional,শেম কে জখন পোরে মনে চাই বিকালো মেঘের পানে শেম কে জখন পোরে মনে তোই চাই বিকালো মেঘের পানে
AD5E70CC,bn,traditional,মারম জালা শইতে নারি দিবানি শিকান্দিরে বন্ধু ছেরে জাই বাজো তি কানো
5F6020A3,bn,traditional,ছিরদিল কু পথে গনো নাই আমার ভজন সাধো ছিরদিল কু পথে গনো আমি নাম শুনেছি
397FE00D,bn,traditional,সো তুমি থাম জন্ভোহে থাম ওহে দযাল তো রাইযা নাহ্যামায় ওহে দযাল তো রাইযা নাহ্যামায়
67E52841,bn,traditional,পালের ফের নইলে কিযার পাছে কিরে মন্দে বহা পালের ফের নইলে কিযার
2A2332A0,bn,traditional,সুনার কোঠার এমন সুনার খান্পা লঙ্কো জমোর
1A3EB372,bn,traditional,কেটে মারে অস্ময়ে পিশি করে মিছা মিছি কেটে মারে ওরে গাজ্যদে হাই বিজের জোরে ফাল ধারে না কাদে ফাল ধারে না আমান কেটে মারে করে মিছি মিছি কেটে কেটে মারে
60F8EAFD,bn,traditional,মিয়ে কাতো তেয়ে ভাগি দোমুচা তো নেঘের হুগি রে ও মিমো তো না কেলানে কেলানে কেলানে
01B101B0,bn,traditional,সেই দুখেতে বন্ধুকে মর কবরে সুআইরে দুম জনো মোরে জাই আহা দুম জনো মোরে জাই
3D41CA2F,bn,traditional,পিডো পন্পোড কালারে কালা ছাডো ছাডো বন্দু রঙ্দে খালারে পটিদে তুলে পেলারে
6E69ED5E,bn,traditional,মিছা না জাড়িলো মিছা না ভারেলো সোহামি নাই মোরি ঘারে ও মোর কালিযা
A1C3A513,bn,traditional,মানে করা করা
A700D577,bn,traditional,আঠ কুঠুরি নয় দরো জা আঠার মুকাম আঠার মুকাম
4A62EBB1,bn,traditional,সুক নমকের হাসি ওরে দিবানিসি ভাবি বসে দিবানিসি ভাবি বসে কোথা হবতাল সবুরে মেয়া ফলে কুন ফুলে সে পাল সবুরে মেয়া ফলে কুন ফুলে সে পাল
92C96AC1,bn,traditional,বন্ধু কযা জাও কযা জাও রে বটো বৃখের ছাযা জেমন রে মহার পমে কান্তে কান্তে কান্তে কান্তে
2CA7C3D7,bn,traditional,তুমি মর জিবনের শাধোনা তুমি চলে গেলে আমায় ফেলে কি আগুনেই ভুকে জেলে এক দিন ও দেখিতে তুমি এলে না তুমায় পেলে মর দুখের কোটিরে দেখাই তাম বখো ছিরে
5F334DC0,bn,traditional,কান্তা দেখো পাপকে বলে মাই দিযার আয় গোবাই শন্দে জানে খলির কোভাপ শন্দে আয় গোবাই শন্দে জানে
0DF686A5,bn,traditional,পুখেরা দুনে জনে কন্য়া পানে
8316A49B,bn,traditional,সেই স্কুলের দুষ্কু ছাত্ত আছে ছাই জনা বারে বারে নিশেদ করি কাউনি কথা সনে না এতা দের গোশি ভুতো খলে পারে
A8D7E74A,bn,traditional,করে করন ছাজে দি কিনা সারনে মারনে রেপেনে কেমন করে ভলে দি তোরি মারনে রেপেনে
47866991,bn,traditional,কুঝে না জেশ কিনে বেন তাকি রণ্যের শান কেরাম শেষে নিনে শুকে পাদ না ছুডা
2C3E09D6,bn,traditional,না দুয় জনান মন্স মান না পাইলে না জানিয়া না সনিয়া ইরিকি করিলে সেম খাশিতারি সলাই সলাই
A2595CD0,bn,traditional,আতোর গুলাপ শুআহা ছন্দনে ছিটা যাদা ও ঘরে আতোর গুলাপ শুআহা ছন্দনে ছিটা
2710645A,bn,traditional,হয়া বারি গোর বন্দুতোর লাগিরে মনেলো সারিযা আইতা মনেলো সারিযা আইতা
81208782,bn,traditional,সুখো গান্জার কো মুখো সাধো কেরে উপো লাখো সুখো গান্জার কো মুখো
3BC83057,bn,traditional,কান পেতে রোই ও আমার আপনোর রেদায় গহনো দারে বারে বারে কান পেতে রোই
1CAED0EB,bn,traditional,জাবো নাজে রইনু পরে ঘরের মাঝে এই নিরালায় রভো আমি নিরালায়
7FBA1C72,bn,traditional,মুখ বন্ধি বি পারন বন্ধি বি কেমো নে
0B986762,bn,traditional,ছিরদিন কুপাথে গমুন নাই আমার ভজন শাধন ছিরদিন কুপাথে গমুন ওযা মিনাম শুনে ছিরদিন
8B90B1BA,bn,traditional,প্রভাতালোর ধারায় আমার নযন ভেশেছে এই তো মারি প্রেমের বানি প্রানেশেছে
6CC8A2C2,bn,traditional,সাজেরে এখন ও সেই বৃন্দা বনে মাশি বাজেরে এখন ও সেই বৃন্দা বনে
85926EE3,bn,traditional,আমির ফকির হোয়ে এক থাই সবার পানা পাবে সবাই আশ্রাফ বোলি আরে হাই
734DAA3D,bn,traditional,সেছা বনো গানে গন পুরাতান প্রানের টানে ছুটেছে মুন মাদের পানে গন পুরাতান প্রানের টানে লাগলো যে দো ভোনের মাঝে লাগলো যে দো অংগে শে মুন দায় দো লাজে
05366830,bn,traditional,প্রসি প্রাস্ত ক্ষেল প্রাসেয়ে প্রসে শিম্যে প্রশ্চিকি কে হলা দেবে ক্রিবে করে করকে সমে ক্রাশ্ত লানে কারে যোক
943C173E,bn,traditional,আমি কি বলি বায় বিছে দেরনলে পুরে কলি জাঙগার আয়গো প্রন্পন্দের পিরিতে আমায় পগল করেছে আয়গো
A9B623E1,bn,traditional,মোর ভাবনারে কি হা঵ায় মাতালো দলে মনদলে আকারন হরশে গোপনো সপনে ছাইলো অপরাশো আচলের নবনিলিমা গোপনো সপনে ছাইলো অপরাশো আচলের নবনিলিমা
78F23336,bn,traditional,ভিধুরো বিকলো হোয়ে খেপা পাবনে ফাগুনো করিছে হাহা ফুলে রোবনে ভিধুরো বিকলো হোয়ে
273C589F,bn,traditional,মাঝীর লাগি আছি জাগি সকল রাত্রি বেলা ধেউগুলো জে আমায় নিয়
6AE620D9,bn,traditional,হে রধ্রুবো তারা তবো মুখো সদামনে যাগিতেছে সংগো পনে তিলে কো অন্তার হলে না হেরি কুলো কিনারা তারা
3FB8BBA9,bn,traditional,আতুর গোলাপ ছুআ ছন্দন ছিটাই দাও ঘরে আতুর গোলাপ ছুআ ছন্দন ছিটাই দাও ঘরে
31080333,bn,traditional,কন্ডিশে জে বাশা তুমার কি জানে থিকা না পন গানের শুরের পারে তার পথের নাই নিশানা
6B64EF86,bn,traditional,পোসন তো বাতাসে নাছে
04EF7D9D,bn,traditional,প্রহর গুনে দিবার আতি এপথে আরেলে না পরতাদান পর্বাশি তোর মুন পেলাম না
23E75E1F,bn,traditional,তুরতে ছিলাম রঙের মেলাই আপুর ভোষেই তুমার চো অমন পলোক ফেলতে তুকেয় পারে না তুমার বারের রঙের মেলাই দেখে ছিলাম বায়স্কো পেরে নেশাযামায় ছাডে না
08314EC9,bn,traditional,একা নার কেলের মালা তাজা জাল তুলা ফেলা করং গুশে পাগলের সংগে জাবি পাগল হোবি ভুঝে ভিশেশে পাগলের সংগে জাবি
78FEFC26,bn,traditional,করির কেশ থাকে বত্তি দিশ জাকে কল কপ জাবে সুমা কল কল কল
8E1EBA40,bn,traditional,মিছে তুহে একা একা কেনো জে আছিস ঘরে নো মিজেরে ভরে শাডে খে নে না তুহে কলো মা পরে মিছে তুহে একা একা কেনো জে আছিস ঘরে
3319BFF5,bn,traditional,প্রাক্ষন প্রাক্ষন
561A59CA,bn,traditional,আরে নদির ধারে শিমুলের ফুল নানা বাখির বাশা কাল সকালে পুটিবে ফুল মনে ছিলো আশা আরে নদির ধারে শিমুলের ফুল নানা বাখির ফুল নানা বাখির ফুল
1DD45151,bn,traditional,ওখার পলন্ত গাস উগারিলাম খারে পুত্র সুকি গালি দিলাম এ গো
2C12FD56,bn,traditional,মন মানেন রা তুমি ছারা যোরে মন মানেন না তুমি ছারা তুমাতে সবে চিপ্রান মন মা জালে ও রে বাউলা গান হোযা মার মন মা জালে ও রে বাউলা গান
07D071A5,bn,traditional,সুনার হিংজিরার মাজে মন্তুই কাকের বাচা ফালোন ফুরে লেরে সুনার হিংজিরার মাজে মন্তুই কাকের বাচা ফালোন ফালোন ফুরে লেরে
7052578F,bn,traditional,সকি গো আমি ফুলে পন্ধু ফুলের ভ্রমারা কুলো মানে রাশাছেরে মনো প্রান দিযাছে জারে কুলো মানে রাশাছে জারে
0708DA89,bn,traditional,হিয�icaid রমাজে লোকিয় ছিলে দেখ্তে আমি পাইন নি তোমায় দেখ্�きた আমি পাইন নি আমা হিয�mares মাজে লুকিয় ছিলে
76EAA307,bn,traditional,মাটির পরে আছল পাতি একলা কাটে নিশিদ রাতি তার বাশি পাজে আধার মাজে দেখি নাজে চোকে
5DAACA3D,bn,traditional,আপো না রে আমারে আমারেই বাধা তুটে নিয়ে জালূটে পুটে পোডে থাক মনের বোঝা ঘরের দারে যা মুনো ইয়া করা করা
71C2AAE0,bn,traditional,কেহো বামেম বাহার কেবা মিনিষ্টার আমরা কিয়ে সবের নাম জানিতাম আগে কি শুন্দর দিন কাটাইতাম
07E60399,bn,traditional,সুনা হলো না হলো না আজ ধিরে এসে নিজের দেশে এই জে সুনি সুনি তাহার বানি আপন গানে প্রানের মানোষ আছে প্রানে তাই হেরি তাই সকল খানে
5D0D6095,bn,traditional,মানি শেছে চয়মা বোলে ভাশা তুরি দিনে দিনে বাড্লো দেনা ও ভাইকু
4AC423DF,bn,traditional,আমাই কহারে রে মাকের কারে পাই পাই পাই ধারে মুরি খাই খাই রে ও জে কেডে আমাই নিজাই রে ও জে কেডে আমাই নিজাই রে
308150C8,bn,traditional,মানে রাশে দেশ বিদেশে জে মারে সে মুরোক ঘুরে তো মার ছেডা কাথা আছে পালে
67A6C1B0,bn,traditional,মালা হাতে হাস্বে রে তোর পিছু পিছু জে তোরে পাগুল বলে তাদে তুই পোলিশ নে কিছু
35BC81C8,bn,traditional,এমন ছুলে দি আকুন যেলে ছিন ছিন ছেন ছেন মনের নেসাই না কর ধরলাম ঘর পাধারাসাই মনের ছিন ছেন ছেন ছেন ছেন ছেন
032D7410,bn,traditional,সারন সাস্য তো জান্ধ বিবারি গেনো ধারো কত কুন্ন কাহিনে এরাকি দেবে তোরে কিছো না কিছো না মিথা কাবে সুধু হেনো পারানে
A4717963,bn,traditional,কাজার গান লকো শিখি পোনের পাখি বলে না আমি শিখানো গান নাই চাই কাজার পাখি বলে ভায় আমি কেমনে বনো গান দাই পোনের পাখি বলে আকার ঘনো নিল
00B9F425,bn,traditional,সপ দিভি কে সপ দিভি পায় আয় আয় আয় খনি কি বুল্তা হার খেলা আয় আয়
A97EC63E,bn,traditional,এরে বন্দু ত্রিভুগনের বিছার যে দিন হয় এরে বন্দু ত্রিভুগনের বিছার যে দিন হয় বন্দু আরে করো তো মার মনে ছালো
97D21AD5,bn,traditional,স্যান্নার স্যান্নার
59D90CD9,bn,traditional,আমার মনের মানুষে রসো নে
187C7F16,bn,traditional,পুরান হয়ে তাতে চঙ্জে ধরিবে বেল্বাতির ওই ঠন্ঠনা আজার না করিবে সাইকেল যে দিন পুরান হয়ে তাতে চঙ্জে ধরিবে বেল্বাতির ওই ঠন্ঠনা আজার না করিবে
A748C2B4,bn,traditional,আতু কামে রুবে কামিখা পিছে সারনে লেগা ছল্ডে মা ধনে বান কাজা রমনে ফনে ধরে কি জদে ধনে বান কাজা
530CFFB8,bn,traditional,এগাডি চলে না চলে না চলে না এগাডি চলে না
8ECC6FE6,bn,traditional,আমার দিদায় মাঝে কাবা নয়নে মদিনা ও দে দে পাল তুলে দে মাঝি হলা করিশ না ছেরে দে নুকা আমি জাবো মদিনা
0C65EF86,bn,traditional,দিদলে হয় তার বাসতি জগুমাযা রোপ জগের স্থিতি দিদলে হয় তার বাসতি জানো জদি কোনো বাক্তি জানো জদি
8FA182BE,bn,traditional,আসমানি এক মহামনি বোলো কি তার গুন বাখানি প্রকিতে হোয়ে আতিনি সান্তুনি সান্তুনি
A48E30E2,bn,traditional,সতো দল শাহাস্রু দলে রুপ সর্পে ভাটা খেলে
08C19929,bn,traditional,সেকো কিতিয়া আশাজাই মুতারে সেকো কিতিয়া আশাজাই মুতারে
C4D9C802,bn,hiphop,ধাকিন প্রস্থনি ছিন্তা বাকদার মাথায় লোড লোয়া দেখা মারা তোক কথা বার্তায় মাদার চোত কেডা দেখা অমান্রাতোক চিন্ত্বাউদান মাথাই লোড লোয়াদেখ অমান্রাতোক কথা বতেম আদার চোত্ কেডাদেখ আমারা তুক ছিন্তা ভাকদান মাথাই লোড লোয়া দেক নমবার চোদোস একটো রাঙ্সাইত যেকহাটি পলা পান্যেরি মারে বেটা রাইম্স জাইত লাগে জেম্নে কোয়লা দিযা লেখা অক্ষোর প্রত্তোক্ষ সমচার হয়ো কারা পেডাই লখো সিবিল সোসাইটি আমারে ঘোশিত সব্ভো গিযান মাইরা শেযান বেটা এডাই করতোবো গন্তোবো আমার করা দকোল বার্থোকো আমরা বানে
D2EF7008,bn,hiphop,"আমনা গুম তেকো উদে ওট, আমি গুম ধামা না নিয়া ভাতি পিশা দের পিশা দের পিশা দের পিশা দের পিশা দের"
D13E639E,bn,hiphop,ময়োয়োর বেশে তে সজন রাধিকা
